Platform	Author	Publish Time	URL	Content	Thumbnail	Metrics
Twitter	Taipan	published on 11/26/20 at 4:39 AM	http://twitter.com/TaipanTran/status/1331895372155904000	#CyberSecurity #Growing #Sector ☆Cyberark Software ☆Fortinet ☆Intel Corp ☆Iridium Communic. ☆Leidos ☆Mantech Intl ☆Maxar Technologies ☆Microchip Technology ☆NortonLifeLock ☆Okta Inc ☆Palantir Technologies #SmartInvesting #Stocks		"1Retweets
26Twitter Followers"
Twitter	GoCleared™	published on 11/12/20 at 4:19 PM	http://twitter.com/gocleared/status/1326997957896388609	Now Hiring: Sr. Network Engineer at Leidos (Chantilly, VA) dlvr.it/RlYqyf #securityclearance #clearances #jobs		"1Retweets
80Twitter Followers"
Twitter	GoCleared™	published on 11/12/20 at 4:19 PM	http://twitter.com/gocleared/status/1326997958982729728	Now Hiring: Systems Administrator - Regional at Leidos (San Diego, CA) dlvr.it/RlYqz5 #securityclearance #clearances #jobs		"1Retweets
80Twitter Followers"
Twitter	David Cranmer Underdown	published on 11/11/20 at 12:22 PM	http://twitter.com/DavidCranmerUn1/status/1326575971248594946	@HaveYouFoundOu1 @HousatonicITS @peterdukephoto @GeorgWebb Spitzer swallowed by Client #9 call girl from Jersey. May have also hooked up with Tiger Woods on Jupiter Island near leidos  and borg-warner bombardiers		"1Retweets
177Twitter Followers"
Twitter	McCoy Associates	published one hour ago	http://twitter.com/McCoyAssociates/status/1334882493540016128	Davis McCarty's stunning installation, Evolve, electrifies this @gensler_design-designed Leidos headquarters building. The dichroic plexiglass produces beams of iridescent light fueled by @RCL_ltd DRX1 spotlights. instagram.com/p/CITrkBpsg20/… pic.twitter.com/0hOnKwzXYb	http://twitter.com/McCoyAssociates/status/1334882493540016128	65Twitter Followers
Twitter	Work El Cajon	published on 12/03/20 at 5:10 PM	http://twitter.com/JobsElCajon/status/1334620997450944514	San Diego CA USA - Database Engineer - Description Job Description Leidos is looking for a Database : Description Job Description Leidos is looking for a Database Engineer to join a high performing agile team using the Sca dld.bz/jcXKK		99Twitter Followers
Twitter	Joann Robertson	published on 12/03/20 at 11:13 AM	http://twitter.com/Alsdorf_JAR/status/1334531287042957314	@Wiltsgal @ForcesReviewUK @doctorwibble @HelenPreedy @TriScalpel @HRedpigs @bigfellow211 @sir_jonathan @laurenellen1987 @navy_women @womenindefence @DrKate_King @kay_hallsworth @fightingsailor @VAdmNickHine @LeidosInc @InnovationArmy @JulieGreeves Thanks 		611Twitter Followers
Twitter	HMArmedForcesReview	published on 12/03/20 at 9:41 AM	http://twitter.com/ForcesReviewUK/status/1334508160430862338	@doctorwibble @HelenPreedy @TriScalpel @HRedpigs @Alsdorf_JAR @bigfellow211 @sir_jonathan @laurenellen1987 @navy_women @womenindefence @DrKate_King @kay_hallsworth @fightingsailor @VAdmNickHine @LeidosInc @kay_hallsworth I mean.		3.6KTwitter Followers
Twitter	Joann Robertson	published on 12/03/20 at 7:37 AM	http://twitter.com/Alsdorf_JAR/status/1334476729616900101	@TriScalpel @HRedpigs @HelenPreedy @bigfellow211 @sir_jonathan @laurenellen1987 @navy_women @womenindefence @doctorwibble @DrKate_King @kay_hallsworth @fightingsailor @VAdmNickHine @LeidosInc We are also working on a feedback app. The current feedback approach is clunky, poorly used and lacks any feedback to sailors on what has happened with their comments. I aim to use the feedback app to drive continuous improvement and hold suppliers to account.		611Twitter Followers
Twitter	Joann Robertson	published on 12/03/20 at 7:13 AM	http://twitter.com/Alsdorf_JAR/status/1334470812133416960	@TriScalpel @HRedpigs @HelenPreedy @bigfellow211 @sir_jonathan @laurenellen1987 @navy_women @womenindefence @doctorwibble @DrKate_King @kay_hallsworth @fightingsailor @VAdmNickHine @LeidosInc I am confident that the range of sizes and the tailored fit for #RNPCS will cover the size requirements for the majority of sailors. The anticipated size outliers are very small and will be dealt with as and when they occur.		611Twitter Followers
Twitter	Kay Hallsworth	published on 12/03/20 at 6:59 AM	http://twitter.com/kay_hallsworth/status/1334467182475046914	@HelenPreedy @TriScalpel @HRedpigs @Alsdorf_JAR @bigfellow211 @sir_jonathan @laurenellen1987 @navy_women @womenindefence @doctorwibble @DrKate_King @fightingsailor @VAdmNickHine @LeidosInc Male and female are different adjustments		2.4KTwitter Followers
Twitter	Cara S.	published on 12/03/20 at 6:57 AM	http://twitter.com/TriScalpel/status/1334466823178358784	@HelenPreedy @HRedpigs @Alsdorf_JAR @bigfellow211 @sir_jonathan @laurenellen1987 @navy_women @womenindefence @doctorwibble @DrKate_King @kay_hallsworth @fightingsailor @VAdmNickHine @LeidosInc And court shoes!		1.7KTwitter Followers
Twitter	Joann Robertson	published on 12/03/20 at 6:06 AM	http://twitter.com/Alsdorf_JAR/status/1334453929531346944	@HRedpigs @TriScalpel @HelenPreedy @bigfellow211 @sir_jonathan @laurenellen1987 @navy_women @womenindefence @doctorwibble @DrKate_King @kay_hallsworth @fightingsailor @VAdmNickHine @LeidosInc #Tailoring is currently causing a whole host of pain. Know why? Because traditionally the contracts been held in a random part of the enterprise. That will change under transformation.		611Twitter Followers
Twitter	Cara S.	published on 12/03/20 at 5:23 AM	http://twitter.com/TriScalpel/status/1334443118071078912	@HelenPreedy @Alsdorf_JAR @bigfellow211 @sir_jonathan @laurenellen1987 @navy_women @womenindefence @doctorwibble @DrKate_King @kay_hallsworth @fightingsailor @VAdmNickHine @LeidosInc Ah, not an issue for me so much.  It was the fact I had to try and tuck a tent inside a waistband that I was already breathing in to do up!		1.7KTwitter Followers
Twitter	Cara S.	published on 12/03/20 at 5:19 AM	http://twitter.com/TriScalpel/status/1334442136209661955	@HelenPreedy @Alsdorf_JAR @bigfellow211 @sir_jonathan @laurenellen1987 @navy_women @womenindefence @doctorwibble @DrKate_King @kay_hallsworth @fightingsailor @VAdmNickHine @LeidosInc Agree. Although my main issue was that it was impossible to be issued with size appropriate kit - shirts that could fit two of me inside and trousers that were too tight in order to fit my short legs! Exactly the same with my MTP!		1.7KTwitter Followers
Twitter	 Travis Shay ( Kable_72 ) 	published on 12/02/20 at 10:18 PM	http://twitter.com/Travis_Shay/status/1334336055986835458	@capsgaming @LeidosInc @NHLJClaus33 @leaguegaming @NoSleevesGaming they caught you red-handed eyeing that pizza lol		143Twitter Followers
Twitter	Threat Level Midnight	published on 12/02/20 at 5:23 PM	http://twitter.com/TLMNHL/status/1334261829061709824	@Z3R0_CR45H @LeidosInc @leaguegaming pic.twitter.com/VxmWP9wunN	http://twitter.com/TLMNHL/status/1334261829061709824	493Twitter Followers
Twitter	LocalJobs.com	published on 12/02/20 at 2:03 PM	http://twitter.com/localjobsdotcom/status/1334211616754135040	IAM Cyber Engineer: Description Job Description: Reston, VA, United States Full time Leidos dlvr.it/RmsRrW		1.6KTwitter Followers
Twitter	Kenner At Home 	published on 12/02/20 at 1:48 PM	http://twitter.com/RKennerB/status/1334207726713524225	@MLSist DC United -> Leidos WHOOOSH!		609Twitter Followers
Twitter	Procurement Heads	published on 12/02/20 at 4:25 AM	http://twitter.com/ProcurementHead/status/1334066102134071298	“You are a product of the people you engage with and the broader you can make those people, the wider the mind goes.” We spoke with Laura Foley-Wright is Head of Subcontracts and Procurement at @LeidosInc about her career in #procurement. procurementheads.com/blog/laura-fol… pic.twitter.com/BSh6MZd7jm	http://twitter.com/ProcurementHead/status/1334066102134071298	5KTwitter Followers
Twitter	Weinberg Center	published on 12/01/20 at 4:30 PM	http://twitter.com/WeinbergCenter/status/1333886204627050496	This #GivingTuesday2020 we're grateful to @LeidosInc for making the Frederick Speaker Series possible. #24hoursofgratitude #weinbergcenter pic.twitter.com/fmTuKPRefT	http://twitter.com/WeinbergCenter/status/1333886204627050496	5.1KTwitter Followers
